,rgb,rgb_detrended,signal,signal_filtered
0,0.8528031480725013,0.0064382941087647635,0.0064382941087647635,-0.0010064235548424508
1,0.8337472710148865,-0.01723994034351547,-0.01723994034351547,0.012812649129954529
2,0.834697220709272,-0.012166000614799688,-0.012166000614799688,0.03148510042142633
3,0.7956847804708306,0.04416877174288875,0.04416877174288875,0.05302247784080795
4,0.9082082784888647,0.18510435215128931,0.18510435215128931,0.06199489495126079
5,0.8589453484325829,0.11751585211605788,0.11751585211605788,0.04126820294707059
6,0.8545261702674884,0.10707011061134668,0.10707011061134668,-0.011087113198165112
7,0.8212054946592834,0.06954865479145315,0.06954865479145315,-0.09105930994052616
8,0.09842514864742197,-0.871037825616901,-0.871037825616901,-0.14037907549541073
9,0.8052871637466712,0.06620014729126096,0.06620014729126096,-0.10153402515337853
10,0.7912930680374002,0.05199713520562315,0.05199713520562315,-0.028902197856191903
11,0.8077465901870008,0.09350191866635411,0.09350191866635411,0.023449728602796652
12,0.8039012043088839,0.10723203988290281,0.10723203988290281,0.0541687072606553
13,0.7785927892762043,0.09063951105173768,0.09063951105173768,0.062785661527208
14,0.7396285611080855,0.05240013884945722,0.05240013884945722,0.05426284647353554
15,0.7584214324618732,0.00032072055242334625,0.00032072055242334625,0.03768361675551251
16,0.7461715875393374,-0.003417780629757377,-0.003417780629757377,0.021353155076364365
17,0.7073507379417818,-0.03927918826537153,-0.03927918826537153,0.010084943239605806
18,0.7086138476609781,-0.016297908283935028,-0.016297908283935028,0.006007802859589756
19,0.6881877496368918,-0.025956727499912093,-0.025956727499912093,0.008144358809388337
20,0.7629444973977245,0.09524472538910363,0.09524472538910363,0.008048656741185784
21,0.6919149475762527,0.0066997270386765315,0.0066997270386765315,-0.004067372939608512
22,0.6417763707334786,-0.048215065940994284,-0.048215065940994284,-0.02287643539210601
23,0.616745629463205,-0.0792981723174481,-0.0792981723174481,-0.035971761173104536
24,0.6379743517005566,-0.04234826155016491,-0.04234826155016491,-0.03964994872063121
25,0.6594376550774639,-0.013062527818609941,-0.013062527818609941,-0.03882839619336392
26,0.6281830784011136,-0.06016337137180155,-0.06016337137180155,-0.03640910851500016
27,0.6021456007171387,-0.0907170001943651,-0.0907170001943651,-0.026030766366828342
28,0.693101619235657,0.04258347734520869,0.04258347734520869,-0.008059186929038745
29,0.6632087910009681,-0.00440279844830081,-0.00440279844830081,0.0076361701834461865
30,0.7323667487442509,0.08290787926586993,0.08290787926586993,0.015013800196052253
31,0.6909531590413944,0.01926660074495859,0.01926660074495859,0.01150883311980275
32,0.6888348538489466,-0.001333406820423299,-0.001333406820423299,0.0016578445234774683
33,0.722781484507383,0.01895951197181051,0.01895951197181051,-0.008866883913748595
34,0.6579671708575403,-0.100779728223706,-0.100779728223706,-0.01350280229522058
35,0.7386028239227791,-0.003573081533692373,-0.003573081533692373,-0.004040175118540141
36,0.6571267190904136,-0.13235429371433946,-0.13235429371433946,0.024186974514687425
37,0.8017828783133621,0.08866061157314033,0.08866061157314033,0.06948664332722494
38,0.8631227022058828,0.19651907525423673,0.19651907525423673,0.10842843169498667
39,0.8706537782165334,0.22838708870750704,0.22838708870750704,0.11373397029216646
40,0.8076153965444206,0.1538575180701068,0.1538575180701068,0.07859528522228468
41,0.8566031094922535,0.21906671792029528,0.21906671792029528,0.0027862084451408115
42,0.4817832849189058,-0.31539926998340595,-0.31539926998340595,-0.08999844000393983
43,0.5094628684035343,-0.2805242669320548,-0.2805242669320548,-0.1466666095719479
44,0.5378341181765918,-0.23861760348476863,-0.23861760348476863,-0.14538257248824502
45,0.6165625510620911,-0.11822365611775291,-0.11822365611775291,-0.10133456418261477
46,0.6909045233448318,0.0037142874932480532,0.0037142874932480532,-0.03689144503419227
47,0.7514695632110865,0.09430389849148234,0.09430389849148234,0.024248165583034026
48,0.7094402819383925,0.05127943385194223,0.05127943385194223,0.070578661235458
49,0.781246847388647,0.11591660796363826,0.11591660796363826,0.10152703354056859
50,0.7771575227699101,0.16324255932426793,0.16324255932426793,0.11132919164939978
51,0.7400935533163885,0.09070284476105112,0.09070284476105112,0.09531601792836239
52,0.7879632352941174,0.15003165397482934,0.15003165397482934,0.05444789632831372
53,0.7141030792332365,0.030497615475251476,0.030497615475251476,-0.010000430385836027
54,0.7848933577674894,0.12543701709436056,0.12543701709436056,-0.09741034847479764
55,0.12548152876119587,-0.8222928482967332,-0.8222928482967332,-0.15933794906467671
56,0.6632524680010895,-0.06105974304073471,-0.06105974304073471,-0.13556825872807104
57,0.6959927907891553,-0.013581356711583488,-0.013581356711583488,-0.06300079125420847
58,0.784535834241104,0.10426546955674137,0.10426546955674137,0.0029867451411821275
59,0.8047843193990561,0.13377920327142936,0.13377920327142936,0.047914950430274994
60,0.8138648840323167,0.13259446584273055,0.13259446584273055,0.06495749569760256
61,0.7844866217320257,0.08577591465153266,0.08577591465153266,0.057811691186076875
62,0.7674538814754299,-0.0129744299939184,-0.0129744299939184,0.03932759793404107
63,0.7987013567386824,0.011779084657302062,0.011779084657302062,0.022960949111899113
64,0.7803445480815783,-0.018894821426057813,-0.018894821426057813,0.01328083762546034
65,0.819223003283104,0.031063863303776515,0.031063863303776515,0.009129107321067063
66,0.8320282240982808,0.048347153805516546,0.048347153805516546,0.004914894800821443
67,0.7858366240014523,-0.010320046737793295,-0.010320046737793295,-0.0013404025934925002
68,0.8055828681009438,0.011212156610152587,0.011212156610152587,-0.005350560009339267
69,0.7676335765401837,-0.040240292482451714,-0.040240292482451714,-0.0034423144124471694
70,0.774557798505204,-0.021657058207858793,-0.021657058207858793,0.008048351494987012
71,0.7941725255688696,0.021295008998295523,0.021295008998295523,0.02754410421253063
